GeneID,Phylostrata,EnsemblID,Entrez
RPP25,6,ENSGALG00010023749,430848
RPP25L,2,ENSGALG00010009152,427403
RPP25L,2,ENSG00000164967,138716
RPP38,2,ENSG00000152464,10557
RPP38,2,ENSGALG00010002608,420530
RPP40,2,ENSG00000124787,10799
RPRD1A,3,ENSGALG00010008366,420953
RPRD1A,3,ENSG00000141425,55197
RPRD1B,2,ENSG00000101413,58490
RPRD1B,2,ENSGALG00010015753,419295
RPRD2,4,ENSGALG00010028472,425074
RPRD2,4,ENSG00000163125,23248
RPRM,8,ENSG00000177519,56475
RPRML,8,ENSG00000179673,388394
RPS10,2,ENSGALG00010026148,419904
RPS10,2,ENSG00000124614,6204
RPS11,1,ENSG00000142534,6205
RPS11,1,ENSGALG00010001654,419049
RPS13,1,ENSGALG00010023199,414782
RPS13,1,ENSG00000110700,6207
RPS14,1,ENSG00000164587,6208
RPS14,1,ENSGALG00010013405,416275
RPS15A,1,ENSG00000134419,6210
RPS15A,1,ENSGALG00010020890,427675
RPS16,1,ENSG00000105193,6217
RPS16,1,ENSGALG00010013358,417871
RPS17,1,ENSGALG00010023334,374053
RPS17,1,ENSDARG00000046157,541327
RPS17,1,ENSG00000278229,6218
RPS18,1,ENSG00000223367,6222
RPS19,1,ENSG00000105372,6223
RPS19BP1,6,ENSG00000187051,91582
RPS19BP1,6,ENSGALG00010012378,418011
RPS2,1,ENSG00000291931,6187
RPS2,1,ENSGALG00010018867,416544
RPS23,1,ENSG00000186468,6228
RPS23,1,ENSGALG00010006178,427323
RPS24,1,ENSG00000138326,6229
RPS24,1,ENSGALG00010020723,423726
RPS26,1,ENSG00000197728,6231
RPS26,1,ENSGALG00010024822,100857770
RPS27,1,ENSG00000177954,6232
RPS27A,1,ENSGALG00010016773,395796
RPS27A,1,ENSG00000143947,6233
RPS27L,1,ENSG00000185088,51065
RPS27L,1,ENSGALG00010024508,415372
RPS29,1,ENSGALG00010018998,776054
RPS29,1,ENSG00000213741,6235
RPS3,1,ENSGALG00010002912,419069
RPS3,1,ENSG00000149273,6188
RPS3A,1,ENSG00000292158,6189
RPS3A,1,ENSGALG00010007539,422477
RPS4X,1,ENSG00000198034,6191
RPS4Y1,1,ENSGALG00010016315,396001
RPS4Y1,1,ENSG00000129824,6192
RPS4Y2,14,ENSG00000280969,140032
RPS5,1,ENSG00000083845,6193
RPS6,1,ENSG00000137154,6194
RPS6,1,ENSGALG00010016308,396148
RPS6KA1,2,ENSG00000281877,6195
RPS6KA1,2,ENSGALG00010014470,386579
RPS6KA2,2,ENSGALG00010005839,421570
RPS6KA2,2,ENSG00000071242,6196
RPS6KA3,2,ENSG00000177189,6197
RPS6KA3,2,ENSGALG00010002592,418605
RPS6KA4,2,ENSG00000162302,8986
RPS6KA5,2,ENSGALG00010017703,423408
RPS6KA5,2,ENSG00000100784,9252
RPS6KA6,2,ENSGALG00010015487,422273
RPS6KA6,2,ENSG00000072133,27330
RPS6KB1,2,ENSG00000108443,6198
RPS6KB1,2,ENSGALG00010029283,417637
RPS6KB2,2,ENSG00000175634,6199
RPS6KC1,4,ENSG00000136643,26750
RPS6KC1,4,ENSGALG00010019130,421362
RPS6KL1,8,ENSG00000198208,83694
RPS7,2,ENSG00000171863,6201
RPS7,2,ENSGALG00010003474,421919
RPS8,1,ENSG00000142937,6202
RPS8,1,ENSGALG00010025642,424584
RPS9,1,ENSG00000278081,6203
RPSA,1,ENSG00000168028,3921
RPTN,10,ENSG00000215853,126638
RPTOR,2,ENSG00000141564,57521
RPTOR,2,ENSGALG00010030107,428674
RPUSD1,1,ENSGALG00010018513,771031
RPUSD1,1,ENSG00000007376,113000
RPUSD2,1,ENSG00000166133,27079
RPUSD3,10,ENSGALG00010021646,101748025
RPUSD3,10,ENSG00000156990,285367
RPUSD4,1,ENSGALG00010024647,768808
RPUSD4,1,ENSG00000165526,84881
RRAD,8,ENSG00000166592,6236
RRAD,8,ENSGALG00010009666,415790
RRAGA,2,ENSG00000155876,10670
RRAGB,2,ENSG00000083750,10325
RRAGC,2,ENSGALG00010013645,419605
RRAGC,2,ENSG00000116954,64121
RRAGD,2,ENSG00000025039,58528
RRAGD,2,ENSGALG00010004921,107053109
RRAS,6,ENSGALG00010020716,423062
RRAS,6,ENSG00000126458,6237
RRAS2,2,ENSG00000133818,22800
RRBP1,5,ENSG00000125844,6238
RRBP1,5,ENSGALG00010018724,396414
RREB1,6,ENSDARG00000042652,555701
RREB1,6,ENSGALG00010010349,395920
RREB1,6,ENSG00000124782,6239
RRH,8,ENSGALG00010003827,771805
RRH,8,ENSG00000180245,10692
RRM1,1,ENSG00000167325,6240
RRM1,1,ENSGALG00010003239,419081
RRM2,1,ENSG00000171848,6241
RRM2,1,ENSGALG00010002462,421936
RRM2B,1,ENSGALG00010011915,420253
RRM2B,1,ENSG00000048392,50484
RRN3,2,ENSGALG00010020171,416414
RRN3,2,ENSG00000278494,54700
RRP1,2,ENSG00000160214,8568
RRP12,2,ENSG00000052749,23223
RRP12,2,ENSGALG00010020730,423845
RRP15,2,ENSGALG00010016141,421353
RRP15,2,ENSG00000067533,51018
RRP1B,2,ENSG00000160208,23076
RRP1B,2,ENSGALG00010011925,425237
RRP36,2,ENSG00000124541,88745
RRP7A,2,ENSG00000189306,27341
RRP7A,2,ENSGALG00010010968,417975
RRP8,2,ENSG00000132275,23378
RRP9,2,ENSGALG00010028009,415888
RRP9,2,ENSG00000114767,9136
RRS1,2,ENSGALG00010004591,107052739
RRS1,2,ENSG00000179041,23212
RS1,8,ENSGALG00010003040,772315
RS1,8,ENSG00000102104,6247
RSAD1,1,ENSG00000136444,55316
RSAD1,1,ENSGALG00010029647,124416951
RSAD2,2,ENSG00000134321,91543
RSAD2,2,ENSGALG00010003583,428650
RSBN1,4,ENSDARG00000098968,100330644
RSBN1,4,ENSG00000081019,54665
RSBN1,4,ENSGALG00010027894,772027
RSBN1L,4,ENSG00000187257,222194
RSBN1L,4,ENSGALG00010009391,768780
RSC1A1,10,ENSG00000215695,6248
RSF1,4,ENSG00000048649,51773
RSF1,4,ENSGALG00010002054,426483
RSL1D1,2,ENSG00000171490,26156
RSL1D1,2,ENSGALG00010020184,416416
RSL24D1,1,ENSGALG00010021745,768911
RSL24D1,1,ENSG00000137876,51187
RSPH1,2,ENSG00000160188,89765
RSPH1,2,ENSGALG00010011185,418536
RSPH10B,2,ENSG00000155026,222967
RSPH10B2,2,ENSG00000169402,728194
RSPH3,2,ENSGALG00010005560,421663
RSPH3,2,ENSG00000130363,83861
RSPH4A,2,ENSG00000111834,345895
RSPH6A,2,ENSG00000104941,81492
RSPH6A,2,ENSGALG00010016971,107049033
RSPH9,2,ENSGALG00010019794,421446
RSPH9,2,ENSG00000172426,221421
RSPO1,8,ENSGALG00010013311,419613
RSPO1,8,ENSG00000169218,284654
RSPO2,8,ENSG00000147655,340419
RSPO2,8,ENSGALG00010011178,420271
RSPO3,7,ENSG00000146374,84870
RSPO3,7,ENSGALG00010004212,421715
RSPO4,8,ENSG00000101282,343637
RSPO4,8,ENSGALG00010013742,428155
RSPRY1,4,ENSGALG00010022170,415648
RSPRY1,4,ENSG00000159579,89970
RSRC1,2,ENSGALG00010001206,425020
RSRC1,2,ENSG00000174891,51319
RSRC2,2,ENSGALG00010025513,416864
RSRC2,2,ENSG00000111011,65117
RTBDN,10,ENSG00000132026,83546
RTCA,1,ENSG00000137996,8634
RTCB,1,ENSGALG00010015544,418064
RTCB,1,ENSG00000100220,51493
RTEL1,1,ENSG00000258366,51750
RTEL1,1,ENSGALG00010024973,419262
RTF1,2,ENSGALG00010022521,423215
RTF1,2,ENSG00000137815,23168
RTFDC1,2,ENSGALG00010013228,419329
RTKN,6,ENSG00000114993,6242
RTKN2,4,ENSG00000182010,219790
RTN1,2,ENSG00000139970,6252
RTN1,2,ENSGALG00010017008,378791
RTN2,11,ENSG00000125744,6253
RTN3,2,ENSG00000133318,10313
RTN4,4,ENSG00000115310,57142
RTN4,4,ENSGALG00010016706,378790
RTN4IP1,1,ENSGALG00010013076,421782
RTN4IP1,1,ENSG00000130347,84816
RTN4R,8,ENSGALG00010000271,417001
RTN4R,8,ENSG00000040608,65078
RTN4RL1,8,ENSGALG00010029392,427828
RTN4RL1,8,ENSG00000185924,146760
RTN4RL2,8,ENSG00000186907,349667
RTP1,10,ENSG00000291554,132112
RTP2,8,ENSG00000198471,344892
RTP3,8,ENSG00000163825,83597
RTP4,6,ENSG00000291555,64108
RTTN,4,ENSG00000176225,25914
RTTN,4,ENSGALG00010001159,421023
RUFY1,4,ENSG00000284260,80230
RUFY1,4,ENSGALG00010015066,426519
RUFY2,4,ENSGALG00010023050,423687
RUFY2,4,ENSG00000204130,55680
RUFY3,5,ENSG00000018189,22902
RUFY3,5,ENSGALG00010004237,422645
RUFY4,11,ENSG00000188282,285180
RUNDC1,4,ENSGALG00010022407,107055304
RUNDC1,4,ENSG00000198863,146923
RUNDC3A,8,ENSGALG00010024872,100858314
RUNDC3A,8,ENSG00000108309,10900
RUNDC3B,4,ENSGALG00010004226,420535
RUNDC3B,4,ENSG00000105784,154661
RUNX1,4,ENSG00000159216,861
RUNX1,4,ENSGALG00010012917,396152
RUNX1T1,4,ENSG00000079102,862
RUNX1T1,4,ENSGALG00010011273,395503
RUNX2,6,ENSGALG00010008166,373919
RUNX2,6,ENSG00000124813,860
RUNX3,8,ENSGALG00010015825,769687
RUNX3,8,ENSG00000020633,864
RUSC1,8,ENSG00000160753,23623
RUSC1,8,ENSGALG00010028380,425062
RUSC2,8,ENSG00000198853,9853
RUSC2,8,ENSGALG00010009246,431657
RUVBL1,1,ENSGALG00010026951,416022
RUVBL1,1,ENSG00000175792,8607
RUVBL2,1,ENSG00000183207,10856
RWDD1,2,ENSG00000111832,51389
RWDD1,2,ENSGALG00010014812,421741
RWDD2A,6,ENSGALG00010002995,421840
RWDD2A,6,ENSG00000013392,112611
RWDD2B,3,ENSG00000291523,10069
RWDD2B,3,ENSGALG00010009914,418484
RWDD3,2,ENSG00000122481,25950
RWDD3,2,ENSGALG00010024209,424481
RWDD4,4,ENSGALG00010007326,428749
RWDD4,4,ENSG00000182552,201965
RXFP2,4,ENSG00000133105,122042
RXFP3,7,ENSG00000277069,51289
RXFP4,11,ENSG00000173080,339403
RXRA,4,ENSGALG00010028422,417143
RXRA,4,ENSG00000186350,6256
RXRB,4,ENSG00000227322,6257
RXRG,4,ENSGALG00010010515,396231
RXRG,4,ENSG00000143171,6258
RYBP,6,ENSG00000281766,23429
RYBP,6,ENSGALG00010018991,416095
RYK,4,ENSG00000163785,6259
RYK,4,ENSGALG00010024687,395409
RYR1,4,ENSGALG00010009379,101748756
RYR1,4,ENSDARG00000011422,798565
RYR1,4,ENSG00000196218,6261
RYR2,4,ENSGALG00010009054,421508
RYR2,4,ENSG00000198626,6262
RYR2,4,ENSDARG00000003706,568463
RYR3,4,ENSG00000198838,6263
RYR3,4,ENSDARG00000071331,561350
RYR3,4,ENSGALG00010021123,396111
S100A1,8,ENSG00000160678,6271
S100A1,8,ENSGALG00010028436,100858258
S100A10,8,ENSG00000197747,6281
S100A10,8,ENSGALG00010028048,396506
S100A11,9,ENSG00000163191,6282
S100A11,9,ENSGALG00010027705,396075
S100A12,12,ENSGALG00010028370,426356
S100A12,12,ENSG00000163221,6283
S100A13,8,ENSG00000189171,6284
S100A14,11,ENSG00000189334,57402
S100A16,11,ENSG00000188643,140576
S100A2,10,ENSG00000196754,6273
S100A3,10,ENSG00000188015,6274
S100A4,8,ENSG00000196154,6275
S100A5,11,ENSG00000196420,6276
S100A6,10,ENSG00000197956,6277
S100A6,10,ENSGALG00010028405,373951
S100A7,12,ENSG00000143556,6278
S100A7A,11,ENSG00000184330,338324
S100A8,10,ENSG00000143546,6279
S100A9,9,ENSG00000163220,6280
S100B,15,ENSGALG00010013461,424038
S100B,15,ENSG00000160307,6285
S100G,11,ENSG00000169906,795
S100P,11,ENSG00000163993,6286
S100PBP,8,ENSG00000116497,64766
S100Z,8,ENSG00000171643,170591
S100Z,8,ENSGALG00010011454,431598
S1PR3,8,ENSGALG00010009116,431264
S1PR3,8,ENSG00000213694,1903
S1PR4,8,ENSG00000125910,8698
S1PR4,8,ENSGALG00010027127,430495
S1PR5,8,ENSG00000180739,53637
SAA1,6,ENSG00000288411,6288
SAA2,6,ENSG00000134339,6289
SAA4,12,ENSG00000148965,6291
SAAL1,5,ENSGALG00010024428,100857722
SAAL1,5,ENSG00000166788,113174
SACM1L,2,ENSG00000211456,22908
SACM1L,2,ENSGALG00010017531,420700
SACS,2,ENSG00000151835,26278
SACS,2,ENSGALG00010006202,418944
SAE1,2,ENSG00000142230,10055
SAE1,2,ENSGALG00010008762,107049462
SAFB,4,ENSG00000160633,6294
SAFB2,4,ENSG00000130254,9667
SAG,8,ENSG00000281857,6295
SAG,8,ENSGALG00010023056,768877
SAGE1,14,ENSG00000181433,55511
SALL1,6,ENSGALG00010022707,395446
SALL1,6,ENSG00000103449,6299
SALL2,11,ENSG00000165821,6297
SALL4,6,ENSGALG00010015318,769286
SALL4,6,ENSG00000101115,57167
SAMD1,5,ENSG00000288488,90378
SAMD10,8,ENSGALG00010022560,428153
SAMD10,8,ENSG00000130590,140700
SAMD13,5,ENSG00000203943,148418
SAMD14,8,ENSG00000167100,201191
SAMD14,8,ENSGALG00010025263,100857537
SAMD15,4,ENSG00000100583,161394
SAMD3,9,ENSG00000164483,154075
SAMD3,9,ENSGALG00010005257,100857189
SAMD4A,4,ENSG00000020577,23034
SAMD4A,4,ENSGALG00010018834,423559
SAMD4B,4,ENSG00000179134,55095
SAMD5,4,ENSG00000203727,389432
SAMD7,4,ENSG00000187033,344658
SAMD7,4,ENSGALG00010016821,771333
SAMD8,2,ENSG00000156671,142891
SAMD9,8,ENSDARG00000102729,101886156
SAMD9,8,ENSG00000205413,54809
SAMD9L,8,ENSG00000177409,219285
SAMHD1,1,ENSG00000101347,25939
SAMHD1,1,ENSGALG00010024424,419125
SAMM50,1,ENSGALG00010013278,418234
SAMM50,1,ENSG00000100347,25813
SAMSN1,8,ENSGALG00010007786,418470
SAMSN1,8,ENSG00000155307,64092
SAP130,5,ENSGALG00010024136,424756
SAP130,5,ENSG00000136715,79595
SAP18,2,ENSG00000150459,10284
SAP30,2,ENSG00000164105,8819
SAP30,2,ENSGALG00010002943,422562
SAP30BP,2,ENSGALG00010029812,417375
SAP30BP,2,ENSG00000161526,29115
SAP30L,2,ENSG00000164576,79685
SAPCD1,12,ENSG00000227861,401251
SAPCD2,5,ENSG00000186193,89958
SAPCD2,5,ENSGALG00010027803,770416
SAR1A,2,ENSG00000079332,56681
SAR1B,2,ENSGALG00010013254,416314
SAR1B,2,ENSG00000152700,51128
SARDH,1,ENSGALG00010028881,417146
SARDH,1,ENSG00000123453,1757
SARNP,2,ENSG00000205323,84324
SARNP,2,ENSGALG00010025585,425058
SARS2,1,ENSG00000283104,54938
SART1,2,ENSG00000175467,9092
SART3,2,ENSGALG00010022467,416890
SART3,2,ENSG00000075856,9733
SASH1,5,ENSG00000111961,23328
SASH1,5,ENSGALG00010005442,421621
SASS6,2,ENSGALG00010023890,424471
SASS6,2,ENSG00000156876,163786
SATB2,8,ENSG00000119042,23314
SATB2,8,ENSGALG00010023831,424063
SATL1,6,ENSG00000184788,340562
SAV1,5,ENSG00000151748,60485
SAV1,5,ENSGALG00010019350,423578
SAYSD1,2,ENSG00000112167,55776
SAYSD1,2,ENSGALG00010020654,421426
SBDS,1,ENSG00000126524,51119
SBDS,1,ENSGALG00010029169,417477
SBF2,4,ENSGALG00010021114,423043
SBF2,4,ENSG00000133812,81846
SBK1,6,ENSG00000188322,388228
SBK1,6,ENSGALG00010016884,426442
SBK2,8,ENSG00000187550,646643
SBK2,8,ENSGALG00010000591,420929
SBNO1,2,ENSGALG00010024812,427694
SBNO1,2,ENSG00000139697,55206
SBSPON,5,ENSG00000164764,157869
SBSPON,5,ENSDARG00000110160,100151218
SBSPON,5,ENSGALG00010002827,420181
SC5D,2,ENSG00000109929,6309
SC5D,2,ENSGALG00010025799,100857756
SCAF1,8,ENSG00000126461,58506
SCAF11,8,ENSGALG00010013945,417805
SCAF11,8,ENSG00000139218,9169
SCAF8,2,ENSGALG00010005305,421647
SCAF8,2,ENSG00000213079,22828
SCAI,2,ENSG00000173611,286205
SCAI,2,ENSGALG00010027752,427751
SCAMP2,8,ENSGALG00010023476,769853
SCAMP2,8,ENSG00000140497,10066
SCAMP3,2,ENSGALG00010027962,101749097
SCAMP3,2,ENSG00000263290,10067
SCAMP5,8,ENSG00000198794,192683
SCAMP5,8,ENSGALG00010023720,426413
SCAND1,11,ENSG00000171222,51282
SCAND3,4,ENSG00000248496,114821
SCAP,4,ENSG00000114650,22937
SCAP,4,ENSGALG00010027301,420380
SCAPER,2,ENSGALG00010024029,415352
SCAPER,2,ENSG00000140386,49855
SCARA3,8,ENSGALG00010010337,771117
SCARA3,8,ENSG00000168077,51435
SCARA5,5,ENSGALG00010010206,771061
SCARA5,5,ENSG00000168079,286133
SCARB1,4,ENSG00000073060,949
SCARB1,4,ENSGALG00010021011,416814
SCARB2,4,ENSG00000138760,950
SCARB2,4,ENSGALG00010004104,422638
SCARF1,8,ENSGALG00010029343,771559
SCARF1,8,ENSG00000276336,8578
SCARF2,8,ENSGALG00010000143,772263
SCARF2,8,ENSDARG00000114825,100329632
SCARF2,8,ENSG00000244486,91179
SCCPDH,1,ENSGALG00010010197,421485
SCCPDH,1,ENSG00000143653,51097
SCD,1,ENSG00000099194,6319
SCD,1,ENSGALG00010021083,395706
SCD5,1,ENSGALG00010003948,422598
SCD5,1,ENSG00000145284,79966
SCEL,8,ENSG00000136155,8796
SCEL,8,ENSGALG00010000757,101751260
SCFD1,2,ENSGALG00010005502,423307
SCFD1,2,ENSG00000092108,23256
SCFD2,2,ENSGALG00010014267,770088
SCFD2,2,ENSG00000184178,152579
SCG2,8,ENSG00000171951,7857
SCG2,8,ENSGALG00010025890,101750767
SCG3,8,ENSGALG00010022554,415424
SCG3,8,ENSG00000104112,29106
SCG5,6,ENSGALG00010021639,769742
SCG5,6,ENSG00000281931,6447
SCGB1A1,10,ENSG00000149021,7356
SCGB1C1,9,ENSG00000188076,147199
SCGB1D1,10,ENSG00000168515,10648
SCGB1D2,10,ENSG00000124935,10647
SCGB1D4,15,ENSG00000197745,404552
SCGB2A1,14,ENSG00000124939,4246
SCGB2A2,13,ENSG00000110484,4250
SCGB2B2,15,ENSG00000205209,284402
SCGB3A1,11,ENSG00000161055,92304
SCGB3A2,10,ENSG00000164265,117156
SCGN,4,ENSG00000079689,10590
SCGN,4,ENSGALG00010007953,421001
SCIN,2,ENSG00000006747,85477
SCIN,2,ENSGALG00010003027,420588
SCLT1,4,ENSG00000151466,132320
SCLT1,4,ENSGALG00010007713,422486
SCLY,1,ENSGALG00010025435,424739
SCLY,1,ENSG00000132330,51540
SCMH1,4,ENSGALG00010013017,768916
SCMH1,4,ENSG00000010803,22955
SCML1,12,ENSG00000047634,6322
SCML2,4,ENSGALG00010002345,418613
SCML2,4,ENSG00000102098,10389
SCML4,8,ENSGALG00010014550,428626
SCML4,8,ENSDARG00000017266,794170
SCML4,8,ENSG00000146285,256380
SCN10A,2,ENSG00000185313,6336
SCN11A,2,ENSGALG00010026737,428404
SCN11A,2,ENSG00000168356,11280
SCN1A,2,ENSG00000144285,6323
SCN1B,8,ENSG00000105711,6324
SCN1B,8,ENSGALG00010000639,107051305
SCN2A,2,ENSGALG00010025597,395945
SCN2A,2,ENSG00000136531,6326
SCN2B,8,ENSG00000149575,6327
SCN3A,2,ENSG00000153253,6328
SCN3B,8,ENSG00000166257,55800
SCN3B,8,ENSGALG00010025429,419744
SCN4A,2,ENSGALG00010023635,771297
SCN4A,2,ENSG00000007314,6329
SCN5A,2,ENSGALG00010027095,395947
SCN5A,2,ENSG00000183873,6331
SCN7A,2,ENSG00000136546,6332
SCN8A,2,ENSG00000196876,6334
SCN8A,2,ENSGALG00010022264,426869
SCN9A,2,ENSG00000169432,6335
SCNM1,2,ENSG00000163156,79005
SCNM1,2,ENSGALG00010028595,425744
SCNN1A,9,ENSGALG00010021866,396050
SCNN1A,9,ENSG00000111319,6337
SCNN1B,4,ENSG00000168447,6338
SCNN1B,4,ENSGALG00010017490,427673
SCNN1D,10,ENSGALG00010018450,428184
SCNN1D,10,ENSG00000162572,6339
SCNN1G,6,ENSGALG00010017296,416579
SCNN1G,6,ENSG00000166828,6340
SCO1,1,ENSG00000133028,6341
SCO2,1,ENSGALG00010006463,429671
SCO2,1,ENSG00000284194,9997
SCOC,3,ENSGALG00010009127,422446
SCOC,3,ENSG00000153130,60592
SCP2,1,ENSG00000116171,6342
SCP2,1,ENSGALG00010025057,396550
SCP2D1,10,ENSG00000132631,140856
SCPEP1,2,ENSG00000121064,59342
SCPEP1,2,ENSGALG00010029582,417403
SCRG1,9,ENSGALG00010002956,422563
SCRG1,9,ENSG00000164106,11341
SCRIB,2,ENSGALG00010008324,429470
SCRIB,2,ENSG00000274287,23513
SCRN1,6,ENSG00000136193,9805
SCRN1,6,ENSGALG00010001380,420635
SCRN2,8,ENSG00000141295,90507
SCRN2,8,ENSGALG00010023770,425759
SCRT1,4,ENSG00000284923,83482
SCRT2,4,ENSGALG00010013799,100379662
SCRT2,4,ENSG00000215397,85508
SCT,9,ENSG00000274473,6343
SCT,9,ENSGALG00010022996,423015
SCTR,9,ENSGALG00010020713,770943
SCTR,9,ENSG00000080293,6344
SCUBE1,7,ENSGALG00010011981,418228
SCUBE1,7,ENSG00000159307,80274
SCUBE2,7,ENSG00000175356,57758
SCUBE3,7,ENSGALG00010025917,419896
SCUBE3,7,ENSG00000146197,222663
SCYL1,2,ENSG00000142186,57410
SCYL2,2,ENSGALG00010011529,417930
SCYL2,2,ENSG00000136021,55681
SCYL3,4,ENSGALG00010014221,424396
SCYL3,4,ENSG00000000457,57147
SDAD1,2,ENSGALG00010004149,422642
SDAD1,2,ENSG00000198301,55153
SDC1,9,ENSGALG00010007999,421960
SDC1,9,ENSG00000115884,6382
SDC2,6,ENSGALG00010011477,374102
SDC2,6,ENSG00000169439,6383
SDC3,8,ENSGALG00010013435,396343
SDC3,8,ENSG00000162512,9672
SDC4,8,ENSGALG00010021717,419184
SDC4,8,ENSG00000124145,6385
SDCBP,4,ENSGALG00010002916,421136
SDCBP,4,ENSG00000137575,6386
SDCBP2,11,ENSGALG00010013596,100859439
SDCBP2,11,ENSG00000125775,27111
SDCCAG8,4,ENSG00000276111,10806
SDE2,2,ENSG00000143751,163859
SDE2,2,ENSGALG00010017544,421318
SDF2,2,ENSGALG00010029211,427832
SDF2,2,ENSG00000132581,6388
SDF2L1,2,ENSGALG00010024330,416770
SDF2L1,2,ENSG00000128228,23753
SDF4,5,ENSG00000078808,51150
SDF4,5,ENSGALG00010021513,419423
SDHA,1,ENSGALG00010008075,395758
SDHA,1,ENSG00000073578,6389
SDHAF1,2,ENSG00000205138,644096
SDHAF2,1,ENSG00000167985,54949
SDHAF2,1,ENSGALG00010020092,426015
SDHB,1,ENSGALG00010022166,100859720
SDHB,1,ENSG00000117118,6390
SDHC,1,ENSG00000143252,6391
SDHD,2,ENSG00000204370,6392
SDHD,2,ENSGALG00010025113,419793
SDK1,4,ENSGALG00010021098,373894
SDK1,4,ENSDARG00000078866,558391
SDK1,4,ENSG00000146555,221935
SDR16C5,1,ENSG00000170786,195814
SDR16C5,1,ENSGALG00010003994,421130
SDR42E1,2,ENSG00000184860,93517
SDR42E1,2,ENSGALG00010007403,415806
SDR42E2,6,ENSG00000183921,100288072
SDR42E2,6,ENSGALG00010017855,416618
SDR9C7,1,ENSG00000170426,121214
SDS,2,ENSG00000135094,10993
SDSL,2,ENSG00000139410,113675
SDSL,2,ENSGALG00010000447,417030
SEC11A,1,ENSG00000140612,23478
SEC11A,1,ENSGALG00010022347,415334
SEC11C,1,ENSG00000166562,90701
SEC11C,1,ENSGALG00010010382,426850
SEC14L1,2,ENSG00000129657,6397
SEC14L1,2,ENSGALG00010029734,417350
SEC14L1,2,ENSDARG00000101792,100535835
SEC14L2,2,ENSG00000100003,23541
SEC14L3,2,ENSG00000100012,266629
SEC14L4,12,ENSG00000133488,284904
SEC14L5,2,ENSGALG00010018638,416396
SEC14L5,2,ENSG00000103184,9717
SEC14L6,12,ENSG00000214491,730005
SEC16A,2,ENSG00000148396,9919
SEC16A,2,ENSGALG00010028122,417136
SEC22A,5,ENSG00000121542,26984
SEC22A,5,ENSGALG00010018524,424250
SEC22C,8,ENSG00000093183,9117
SEC22C,8,ENSGALG00010027367,420387
SEC23A,2,ENSG00000100934,10484
SEC23A,2,ENSGALG00010006343,423335
SEC23IP,2,ENSG00000107651,11196
SEC24A,2,ENSGALG00010013241,416313
SEC24A,2,ENSG00000113615,10802
SEC24B,2,ENSG00000138802,10427
SEC24B,2,ENSGALG00010005692,422523
SEC24C,2,ENSG00000176986,9632
SEC24D,2,ENSGALG00010005543,422683
SEC24D,2,ENSG00000150961,9871
SEC31A,2,ENSGALG00010003925,422597
SEC31A,2,ENSG00000138674,22872
SEC31B,2,ENSGALG00010021077,423764
SEC31B,2,ENSG00000075826,25956
SEC61A1,1,ENSG00000058262,29927
SEC61A1,1,ENSGALG00010026960,416023
SEC61A2,1,ENSG00000065665,55176
SEC61A2,1,ENSGALG00010005831,426369
SEC61B,2,ENSGALG00010007593,420997
SEC61B,2,ENSG00000106803,10952
SEC61G,2,ENSG00000132432,23480
SEC61G,2,ENSGALG00010007401,776639
SEC62,3,ENSG00000008952,7095
SEC62,3,ENSGALG00010016797,424993
SEC63,2,ENSGALG00010014504,421774
SEC63,2,ENSG00000025796,11231
SECISBP2,2,ENSG00000187742,79048
SECISBP2,2,ENSGALG00010009153,426815
SECISBP2L,2,ENSG00000138593,9728
SECISBP2L,2,ENSGALG00010020140,415435
SECTM1,13,ENSG00000141574,6398
SEH1L,2,ENSGALG00010001177,100859886
SEH1L,2,ENSG00000085415,81929
SEL1L,1,ENSG00000071537,6400
SEL1L2,1,ENSG00000291539,80343
SEL1L3,4,ENSG00000091490,23231
SEL1L3,4,ENSGALG00010010857,422804
SELE,8,ENSG00000007908,6401
SELENBP1,1,ENSGALG00010027444,425664
SELENBP1,1,ENSG00000143416,8991
SELL,5,ENSG00000188404,6402
SELPLG,12,ENSG00000110876,6404
SEMA3A,8,ENSGALG00010005470,395825
SEMA3A,8,ENSG00000075213,10371
SEMA3C,8,ENSG00000075223,10512
SEMA3C,8,ENSGALG00010010460,374090
SEMA3C,8,ENSDARG00000034300,553130
SEMA3D,8,ENSG00000153993,223117
SEMA3D,8,ENSGALG00010005457,396332
SEMA3E,8,ENSG00000170381,9723
SEMA3E,8,ENSGALG00010006251,374089
SEMA3F,8,ENSGALG00010027590,374109
SEMA3F,8,ENSG00000001617,6405
SEMA3G,8,ENSGALG00010027513,415945
SEMA3G,8,ENSG00000010319,56920
SEMA4A,10,ENSG00000196189,64218
SEMA4B,8,ENSG00000185033,10509
SEMA4B,8,ENSGALG00010020293,415582
SEMA4C,8,ENSG00000168758,54910
SEMA4C,8,ENSGALG00010020428,107049953
SEMA4D,8,ENSG00000187764,10507
SEMA4D,8,ENSGALG00010009199,396331
SEMA4F,8,ENSDARG00000100308,556003
SEMA4F,8,ENSG00000135622,10505
SEMA4G,8,ENSG00000095539,57715
SEMA4G,8,ENSGALG00010018515,423857
SEMA4G,8,ENSDARG00000088143,100534852
SEMA4G,8,ENSDARG00000076595,563785
SEMA5A,4,ENSGALG00010000802,420931
SEMA5A,4,ENSG00000112902,9037
SEMA5B,4,ENSGALG00010018458,424248
SEMA5B,4,ENSG00000082684,54437
SEMA6A,4,ENSGALG00010008179,427387
